eventid,Number Of Hostages Killed,Number Of Hostages Killed (US),Hours of Kidnapping,Days of Kidnapping,Country That Kidnappers Diverted To,Country of Kidnapping Resolution,Ransom Demanded?,Ransom Amount,Ransom Amount (US),Ransom Paid,Ransom Paid (US),Kidnapping Outcome,Number Released/Escaped/Rescued
201102010015,1.0,0.0,,18.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
201102010017,1.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201102020019,4.0,0.0,,440.0,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,4.0
201102030014,1.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201102060013,11.0,0.0,,9.0,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,11.0
201102090012,1.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201102100007,2.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,2.0
201102120002,1.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201102130014,1.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201102140007,6.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Combination,2.0
201102150003,3.0,0.0,,69.0,Unknown,Unknown,-9.0,,,,,Successful Rescue,3.0
201102160005,1.0,0.0,,8.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
201102180005,1.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201102190001,1.0,0.0,,1.0,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,1.0
201102190011,1.0,0.0,,8.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201102210011,1.0,0.0,,14.0,Unknown,Unknown,1.0,110076.0,0.0,0.0,0.0,Successful Rescue,0.0
201102240009,1.0,0.0,,1.0,Unknown,Unknown,-9.0,,,,,Hostage(s) escaped (not during rescue attempt),0.0
201102240010,30.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,0.0
201102250003,1.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,0.0
201102260006,3.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Combination,2.0
201102280012,1.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201103010017,4.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Combination,-99.0
201103020002,1.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201103030001,2.0,0.0,,16.0,Unknown,Unknown,-9.0,,,,,Combination,1.0
201103030002,1.0,0.0,,6.0,Unknown,Unknown,-9.0,,,,,Successful Rescue,1.0
201103030012,1.0,0.0,,3.0,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201103040002,1.0,0.0,,31.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201103060001,2.0,0.0,,3.0,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201103070008,23.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Combination,21.0
201103080015,1.0,0.0,,299.0,Unknown,Unknown,1.0,-99.0,0.0,10123.77,0.0,Hostage(s) released by perpetrators,1.0
201103090002,1.0,0.0,,190.0,Unknown,Unknown,1.0,576968.25,0.0,115393.65,0.0,Hostage(s) released by perpetrators,1.0
201103100014,1.0,0.0,,4.0,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,1.0
201103130001,30.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201103130008,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201103140005,1.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201103150012,5.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201103150020,9.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201103160001,2.0,0.0,17.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,2.0
201103170007,2.0,0.0,,7.0,Unknown,Unknown,1.0,1.0,0.0,0.0,0.0,Hostage(s) killed (not during rescue attempt),0.0
201103170014,6.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201103180005,30.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201103190004,3.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Combination,-99.0
201103190010,2.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201103200002,1.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201103210006,2.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201103220003,20.0,0.0,,1.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,20.0
201103220013,4.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201103250008,45.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Combination,-99.0
201103260003,4.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201103270009,,,,,Unknown,Unknown,,,,,,Unknown,
201103270012,50.0,0.0,,18.0,Unknown,Unknown,-9.0,,,,,Combination,42.0
201103300009,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201104010009,16.0,0.0,,4.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,16.0
201104030004,1.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201104050007,3.0,-99.0,,-99.0,Unknown,Unknown,0.0,,,,,Combination,2.0
201104060001,1.0,0.0,,40.0,Unknown,Unknown,-9.0,,,,,Successful Rescue,1.0
201104070001,-99.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Combination,-99.0
201104080007,5.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201104100009,2.0,0.0,,2.0,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201104110004,1.0,0.0,,5.0,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201104120005,1.0,0.0,6.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201104120008,3.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201104130001,6.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201104140001,3.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201104140005,1.0,0.0,,1.0,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201104140008,2.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201104170011,1.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201104170012,1.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201104170013,1.0,0.0,,2.0,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201104180002,10.0,0.0,,2.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,10.0
201104180007,2.0,0.0,,2.0,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201104190006,3.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Combination,-99.0
201104200002,1.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201104200010,1.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201104200011,1.0,0.0,3.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201104210004,1.0,0.0,,3.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201104220007,1.0,0.0,,1.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201104270001,1.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201104270013,1.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201104280015,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201104290008,3.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,3.0
201104300005,1.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201104300006,8.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201104300007,1.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201105030014,1.0,0.0,,-99.0,Unknown,Unknown,,,,,,Unknown,-99.0
201105040005,1.0,0.0,-99.0,,Unknown,Unknown,,,,,,Hostage(s) released by perpetrators,1.0
201105070012,5.0,0.0,,5.0,Unknown,Unknown,,,,,,Hostage(s) killed (not during rescue attempt),0.0
201105080022,1.0,0.0,,,Unknown,Unknown,,,,,,Hostage(s) killed (not during rescue attempt),0.0
201105090002,1.0,0.0,,7.0,Unknown,Unknown,1.0,100000.0,,,,Hostage(s) killed (not during rescue attempt),0.0
201105090013,3.0,0.0,,-99.0,Unknown,Unknown,,,,,,Combination,2.0
201105090015,4.0,0.0,-99.0,,Unknown,Unknown,,,,,,Hostage(s) killed (not during rescue attempt),0.0
201105090016,3.0,0.0,,-99.0,Unknown,Unknown,,,,,,Combination,1.0
201105100001,2.0,0.0,,-99.0,Unknown,Unknown,,,,,,Hostage(s) escaped (not during rescue attempt),2.0
201105100015,5.0,0.0,,-99.0,Unknown,Unknown,,,,,,Attempted Rescue,-99.0
201105110013,1.0,0.0,,2.0,Unknown,Unknown,,,,,,Successful Rescue,1.0
201105120006,1.0,0.0,-99.0,,Unknown,Unknown,,,,,,Hostage(s) killed (not during rescue attempt),0.0
201105120015,2.0,0.0,,301.0,Unknown,Unknown,0.0,,,,,Attempted Rescue,0.0
201105130002,2.0,0.0,,13.0,Unknown,Unknown,,,,,,Hostage(s) released by perpetrators,2.0
201105130004,4.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Combination,3.0
201105140009,2.0,0.0,,-99.0,Unknown,Unknown,,,,,,Unknown,-99.0
201105150008,7.0,0.0,,2.0,Unknown,Unknown,,,,,,Hostage(s) released by perpetrators,7.0
201105150012,2.0,0.0,,-99.0,Unknown,Unknown,,,,,,Combination,1.0
201105150013,1.0,0.0,,-99.0,Unknown,Unknown,,,,,,Unknown,-99.0
201105160015,1.0,0.0,-99.0,,Unknown,Unknown,,,,,,Hostage(s) killed (not during rescue attempt),0.0
201105160016,4.0,0.0,-99.0,,Unknown,Unknown,,,,,,Hostage(s) killed (not during rescue attempt),0.0
201105180004,13.0,0.0,,-99.0,Unknown,Unknown,,,,,,Unknown,-99.0
201105190015,1.0,0.0,,-99.0,Unknown,Unknown,,,,,,Unknown,-99.0
201105200009,10.0,0.0,,-99.0,Unknown,Unknown,,,,,,Unknown,-99.0
201105210009,2.0,0.0,-99.0,,Unknown,Unknown,,,,,,Hostage(s) released by perpetrators,2.0
201105210014,23.0,0.0,,-99.0,Unknown,Unknown,,,,,,Unknown,-99.0
201105220006,200.0,0.0,,2.0,Unknown,Unknown,,,,,,Successful Rescue,200.0
201105220021,-99.0,0.0,15.0,0.0,Unknown,Unknown,,,,,,Combination,-99.0
201105230007,3.0,0.0,,-99.0,Unknown,Unknown,,,,,,Unknown,-99.0
201105240010,2.0,0.0,-99.0,,Unknown,Unknown,,,,,,Hostage(s) released by perpetrators,2.0
201105250010,2.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,2.0
201105250018,1.0,0.0,,5.0,Unknown,Unknown,,,,,,Hostage(s) killed (not during rescue attempt),0.0
201105290008,8.0,0.0,,-99.0,Unknown,Unknown,,,,,,Unknown,-99.0
201105290012,2.0,0.0,-99.0,,Unknown,Unknown,,,,,,Hostage(s) killed (not during rescue attempt),0.0
201105300004,1.0,0.0,,-99.0,Unknown,Unknown,,,,,,Unknown,-99.0
201106010001,1.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201106010020,3.0,0.0,,21.0,Unknown,Unknown,-9.0,,,,,Successful Rescue,3.0
201106010024,2.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Combination,1.0
201106010032,2.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,2.0
201106030013,2.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Combination,1.0
201106030014,1.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,1.0
201106030015,1.0,0.0,,16.0,Unknown,Unknown,-9.0,,,,,Hostage(s) escaped (not during rescue attempt),1.0
201106030018,2.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Combination,-99.0
201106040005,1.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201106050008,2.0,0.0,6.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201106050012,5.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201106050014,1.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201106050017,1.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201106060002,4.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201106060012,10.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201106060013,15.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201106070005,1.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201106080006,8.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Combination,3.0
201106100006,3.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Combination,0.0
201106110004,25.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Combination,7.0
201106110007,1.0,0.0,,2.0,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201106110008,8.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201106130008,1.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201106130012,1.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201106130014,1.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201106130016,10.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201106140005,10.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201106160009,100.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201106170004,1.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201106180009,9.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201106190013,1.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201106200009,3.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201106220009,1.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201106240005,4.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Combination,3.0
201106240006,1.0,0.0,,2.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201106250003,5.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201106270002,8.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201106270003,10.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201106280010,-99.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201106290012,50.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,50.0
201106300011,2.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201106300016,6.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201107010003,3.0,0.0,,10.0,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201107010004,4.0,0.0,,2.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,4.0
201107010007,2.0,0.0,,258.0,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,2.0
201107010008,2.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201107020003,7.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,7.0
201107020007,50.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,0.0
201107020008,2.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201107040020,1.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201107050003,5.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201107050004,13.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Combination,-99.0
201107050012,6.0,0.0,,3.0,Unknown,Unknown,-9.0,,,,,Combination,4.0
201107050013,1.0,0.0,,1.0,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201107060011,32.0,0.0,,5.0,Unknown,Unknown,-9.0,,,,,Combination,24.0
201107070012,2.0,0.0,,4.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201107070013,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201107070014,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201107080007,4.0,0.0,,15.0,Unknown,Unknown,-9.0,,,,,Combination,1.0
201107090007,3.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201107110005,1.0,0.0,,2.0,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,1.0
201107110007,33.0,0.0,,7.0,Unknown,Unknown,-9.0,,,,,Combination,16.0
201107110013,3.0,2.0,,152.0,Unknown,Unknown,1.0,100000000.0,100000000.0,-99.0,,Combination,3.0
201107120021,1.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201107130005,2.0,0.0,,5.0,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,2.0
201107130007,1.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201107130008,8.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201107140009,1.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201107150005,3.0,0.0,-99.0,,Unknown,Unknown,,,,,,Hostage(s) released by perpetrators,3.0
201107170006,12.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Combination,9.0
201107180002,8.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201107180004,1.0,0.0,-99.0,,Unknown,Unknown,,,,,,Hostage(s) killed (not during rescue attempt),0.0
201107180007,1.0,0.0,-99.0,,Unknown,Unknown,,,,,,Hostage(s) killed (not during rescue attempt),0.0
201107190005,20.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201107190009,12.0,0.0,,-99.0,Unknown,Unknown,1.0,22300.0,,,,Combination,4.0
201107210004,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
201107220007,1.0,0.0,,2.0,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201107230002,10.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201107230003,5.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Combination,-99.0
201107230004,4.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201107230011,1.0,0.0,,67.0,Unknown,Unknown,1.0,303498.0,0.0,0.0,0.0,Hostage(s) released by perpetrators,1.0
201107240009,1.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201107260007,30.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201107270004,2.0,0.0,,4.0,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,2.0
201107270007,2.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Combination,1.0
201107280010,2.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Combination,1.0
201107290003,-99.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201107290004,15.0,0.0,,1.0,Unknown,Unknown,-9.0,,,,,Combination,-99.0
201107310008,1.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201108010006,5.0,0.0,24.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),3.0
201108030005,3.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201108060003,3.0,0.0,,62.0,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,3.0
201108060004,1.0,0.0,,,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201108070001,1.0,0.0,,3.0,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,1.0
201108080001,2.0,0.0,,10.0,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201108100007,3.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201108110006,1.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201108110009,8.0,0.0,,1.0,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201108110013,1.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Combination,-99.0
201108130002,2.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201108130011,1.0,1.0,,1250.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201108140002,1.0,0.0,,11.0,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201108140007,4.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201108140008,1.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201108140013,1.0,0.0,,127.0,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,1.0
201108150002,7.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201108150014,3.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,3.0
201108160002,2.0,0.0,,2.0,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201108170009,3.0,0.0,3.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,3.0
201108170012,1.0,0.0,,2.0,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201108180008,2.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Combination,1.0
201108180028,15.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201108210003,2.0,0.0,,2.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201108210004,1.0,0.0,,2.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201108210010,1.0,0.0,,8.0,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,1.0
201108210019,2.0,0.0,,7.0,Unknown,Unknown,1.0,-99.0,0.0,2304.94,0.0,Hostage(s) released by perpetrators,2.0
201108220007,14.0,0.0,,3.0,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201108230002,3.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201108240024,1.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201108240025,2.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201108240026,8.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201108260012,1.0,0.0,,1.0,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,1.0
201108270002,1.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201108270013,1.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201108290005,4.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Combination,2.0
201109010009,27.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201109010011,2.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201109010018,3.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201109020007,1.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201109040009,3.0,0.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,3.0
201109050007,1.0,0.0,,16.0,Unknown,Unknown,-9.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201109050009,2.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201109060011,10.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Combination,-99.0
201109070006,4.0,0.0,,3.0,Unknown,Unknown,-9.0,,,,,Combination,3.0
201109070007,3.0,0.0,,3.0,Unknown,Unknown,-9.0,,,,,Combination,2.0
201109070008,1.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201109070010,1.0,0.0,,2.0,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,1.0
201109070011,1.0,0.0,,2.0,Unknown,Unknown,1.0,104913.0,,,,Hostage(s) released by perpetrators,1.0
201109070019,2.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201109080003,8.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Combination,4.0
201109080004,4.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201109110001,4.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Combination,-99.0
201109110009,1.0,0.0,,192.0,Unknown,Unknown,1.0,-99.0,0.0,1000000.0,0.0,Hostage(s) released by perpetrators,1.0
201109120015,2.0,2.0,-99.0,,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,2.0
